Game Title,Platform,Genre,Publisher,Release Year,NA Sales (M),EU Sales (M),JP Sales (M),Other Sales (M),Global Sales (M),Rating
Shadow Warriors: Ascension,PC,Shooter,Microsoft,2009,0.24,4.01,1.6,4.45,10.3,E10+
Galactic Raiders: Ascension,Xbox One,Adventure,Activision,2018,2.35,2.55,2.28,0.45,7.63,M
Galactic Knights: Eclipse,PC,Adventure,Nintendo,2000,2.31,1.44,1.12,1.33,6.2,E
Dark Knights: Odyssey,Xbox One,Puzzle,Sony,2002,3.93,3.42,3.13,3.45,13.93,AO
Iron Lords: Eclipse,PC,Sports,EA,2009,4.24,4.35,4.07,4.29,16.95,E
Galactic Knights: Odyssey,Xbox Series X,Action,Microsoft,2004,3.79,2.27,4.53,0.56,11.15,T
Mystic Knights: Odyssey,PS4,Action,EA,2010,2.77,2.81,0.22,0.7,6.5,T
Mystic Knights: Eclipse,PS5,Adventure,Capcom,2005,1.1,1.04,2.14,0.23,4.51,T
Mystic Raiders: Ascension,PC,Action,Sony,2007,3.35,4.07,4.69,1.58,13.69,T
Galactic Warriors: Ascension,Nintendo Switch,Shooter,Ubisoft,2019,0.31,2.1,4.37,2.61,9.39,M
Iron Legends: Eclipse,PC,Adventure,Ubisoft,2016,2.01,4.91,2.22,3.12,12.26,M
Mystic Raiders: Odyssey,PS5,RPG,Capcom,2016,0.44,1.35,4.26,4.65,10.7,E10+
Iron Warriors: Rebirth,PS4,Puzzle,Ubisoft,2009,1.86,3.3,2.85,4.95,12.96,T
Mystic Warriors: Odyssey,PS5,RPG,EA,2023,4.69,2.94,2.16,1.44,11.23,M
Assassin's Creed Valhalla,PS5,Shooter,Capcom,2005,4.8,2.22,2.67,1.66,11.35,T
Mystic Lords: Ascension,PS4,Adventure,Sony,2009,4.56,4.19,4.06,2.8,15.61,E
Galactic Knights: Rebirth,Xbox One,Puzzle,EA,2006,0.62,2.47,2.76,2.4,8.25,T
Iron Knights: Odyssey,Nintendo Switch,Action,Sony,2016,3.57,4.05,4.16,2.84,14.62,T
Dark Warriors: Ascension,PC,Adventure,Capcom,2020,0.46,0.58,4.79,0.2,6.03,E10+
Iron Lords: Odyssey,PC,Sports,Capcom,2004,0.9,3.24,4.21,0.64,8.99,E
Shadow Legends: Chronicles,Xbox Series X,Puzzle,Sony,2006,1.31,4.82,1.52,2.31,9.96,AO
Mystic Legends: Eclipse,PS4,Strategy,Microsoft,2012,4.15,4.55,1.69,3.78,14.17,AO
Shadow Warriors: Eclipse,Xbox Series X,Shooter,Nintendo,2010,1.66,3.21,4.02,3.16,12.05,M
Galactic Knights: Chronicles,PS5,Shooter,Capcom,2014,3.8,1.87,2.27,3.66,11.6,E10+
God of War,Nintendo Switch,RPG,Sony,2019,0.64,0.43,3.5,1.17,5.74,T
Minecraft,Xbox Series X,Action,Microsoft,2005,0.93,4.5,2.26,4.95,12.64,AO
The Legend of Zelda,Nintendo Switch,Sports,Nintendo,2012,4.6,1.96,0.67,2.24,9.47,T
Mystic Lords: Odyssey,PS4,Adventure,Ubisoft,2013,0.55,0.12,3.0,2.92,6.59,T
Dark Legends: Eclipse,PS4,Sports,Ubisoft,2019,1.47,4.41,0.12,3.57,9.57,AO
Mystic Warriors: Chronicles,Xbox One,RPG,Capcom,2023,3.54,2.5,4.57,1.68,12.29,E
Mystic Raiders: Chronicles,Nintendo Switch,Action,Ubisoft,2001,1.72,2.24,3.03,4.95,11.94,E
Dark Lords: Chronicles,Nintendo Switch,Shooter,Ubisoft,2016,2.43,1.5,4.96,3.24,12.13,E10+
Dark Warriors: Eclipse,Xbox Series X,Puzzle,Nintendo,2020,1.58,1.99,4.81,2.33,10.71,T
Dark Knights: Chronicles,Nintendo Switch,Puzzle,Capcom,2016,2.09,1.46,3.4,0.68,7.63,AO
Dark Warriors: Rebirth,PC,Shooter,Sony,2019,0.99,1.9,3.71,2.87,9.47,E10+
Iron Raiders: Odyssey,Xbox One,Action,Sony,2019,4.39,2.06,2.47,1.45,10.37,E10+
Dark Raiders: Eclipse,Xbox Series X,Sports,Activision,2006,1.1,4.63,3.16,3.16,12.05,M
Shadow Raiders: Odyssey,Xbox One,RPG,Capcom,2014,3.01,3.19,2.21,4.57,12.98,M
Dark Knights: Ascension,PC,Shooter,EA,2015,4.36,2.64,0.63,4.27,11.9,E
Dark Lords: Eclipse,PC,Adventure,EA,2007,0.99,3.94,4.22,1.15,10.3,E
Super Mario Odyssey,PC,Shooter,Nintendo,2019,0.34,2.51,4.12,0.67,7.64,E10+
Shadow Warriors: Chronicles,Xbox One,Adventure,Activision,2022,3.61,2.53,4.4,1.21,11.75,E
Galactic Legends: Ascension,PS4,Sports,Sony,2002,1.85,3.37,0.91,1.61,7.74,M
Mystic Knights: Ascension,Xbox Series X,Action,Nintendo,2023,2.78,1.32,3.36,4.25,11.71,M
Among Us,PC,Strategy,Activision,2016,3.14,3.17,4.37,1.79,12.47,M
Horizon Forbidden West,Xbox Series X,Puzzle,Activision,2019,2.35,3.02,4.51,2.03,11.91,T
Shadow Raiders: Ascension,Xbox Series X,Shooter,Activision,2011,1.43,1.41,2.45,0.38,5.67,E
Mystic Raiders: Rebirth,Xbox Series X,RPG,Capcom,2010,0.53,0.59,0.33,4.82,6.27,T
The Sims,PC,Action,Activision,2000,4.04,2.11,1.93,4.02,12.1,E10+
Dark Lords: Odyssey,PS5,Puzzle,Ubisoft,2023,3.22,1.45,1.7,2.02,8.39,AO
Galactic Legends: Rebirth,PS4,RPG,Sony,2000,2.3,1.17,4.41,3.59,11.47,T
Galactic Raiders: Eclipse,PS4,Strategy,Microsoft,2011,1.41,4.09,2.56,0.45,8.51,AO
Mystic Lords: Eclipse,Nintendo Switch,Action,Nintendo,2007,0.34,1.7,0.23,2.39,4.66,M
Splatoon 3,PC,Strategy,Sony,2004,0.14,2.14,4.19,1.88,8.35,M
Shadow Lords: Rebirth,PS4,RPG,Ubisoft,2009,1.0,2.05,4.22,1.78,9.05,AO
Shadow Raiders: Rebirth,PS5,Puzzle,Microsoft,2010,3.84,2.49,4.7,4.15,15.18,E10+
Mystic Warriors: Eclipse,PC,Adventure,Sony,2023,1.33,0.77,4.06,3.33,9.49,M
Shadow Lords: Chronicles,Xbox One,RPG,Capcom,2014,4.74,2.55,3.91,3.07,14.27,AO
Iron Lords: Rebirth,PS5,Adventure,Microsoft,2007,0.41,2.05,1.34,2.61,6.41,M
Galactic Warriors: Chronicles,Xbox One,Puzzle,Activision,2020,2.5,2.73,1.68,0.61,7.52,AO
Iron Legends: Chronicles,PC,Puzzle,EA,2006,2.36,1.29,4.36,4.4,12.41,M
Shadow Warriors: Odyssey,PC,Action,Ubisoft,2015,0.51,2.98,4.51,2.57,10.57,AO
Shadow Warriors: Rebirth,Xbox Series X,Action,Activision,2008,3.86,0.9,2.74,1.74,9.24,E
Mystic Knights: Rebirth,Xbox Series X,Strategy,Nintendo,2020,2.82,0.15,2.9,2.03,7.9,E
Shadow Legends: Ascension,PC,Shooter,Capcom,2023,1.07,1.01,1.64,4.81,8.53,E10+
Shadow Knights: Ascension,Xbox Series X,Shooter,Microsoft,2006,2.22,3.61,1.97,3.08,10.88,T
Shadow Lords: Ascension,Xbox One,RPG,Activision,2009,1.7,4.41,2.97,2.26,11.34,E
Halo Infinite,PS5,RPG,Microsoft,2012,3.15,1.85,2.95,1.05,9.0,M
Iron Raiders: Rebirth,PS5,Adventure,Capcom,2016,1.67,0.39,1.53,2.22,5.81,E10+
Mystic Legends: Chronicles,Nintendo Switch,Adventure,Nintendo,2021,0.12,0.83,3.22,0.85,5.02,E
Cyberpunk 2077,PC,Adventure,Capcom,2019,1.19,4.92,2.85,2.37,11.33,M
Iron Lords: Chronicles,PS5,Action,Sony,2021,1.16,3.42,4.99,1.04,10.61,T
Iron Warriors: Eclipse,Xbox One,Puzzle,Ubisoft,2007,2.28,4.71,2.71,1.5,11.2,M
Dark Raiders: Chronicles,Xbox Series X,Adventure,Microsoft,2009,4.16,1.97,1.1,3.72,10.95,E10+
Shadow Knights: Rebirth,Xbox One,Adventure,EA,2021,3.41,2.34,3.88,0.36,9.99,AO
Iron Warriors: Ascension,Xbox Series X,Sports,Sony,2007,0.89,1.63,1.55,3.03,7.1,AO
Iron Raiders: Eclipse,PS4,RPG,Sony,2003,0.77,4.78,0.4,4.9,10.85,E
Dark Raiders: Odyssey,Xbox One,Shooter,Sony,2013,0.68,1.62,2.8,1.69,6.79,E10+
Galactic Raiders: Odyssey,PS5,RPG,Ubisoft,2011,1.69,1.42,0.1,3.09,6.3,AO
Dark Warriors: Chronicles,Xbox Series X,RPG,Ubisoft,2020,3.55,3.34,3.4,3.39,13.68,T
Iron Knights: Ascension,PS5,Shooter,Nintendo,2023,3.41,1.94,2.54,3.43,11.32,M
Dark Knights: Rebirth,Xbox One,RPG,Capcom,2021,4.41,0.68,2.83,1.16,9.08,T
Animal Crossing,PS5,Strategy,Capcom,2001,1.6,4.7,3.4,3.84,13.54,E
Dark Warriors: Odyssey,Xbox One,Adventure,Ubisoft,2001,2.33,3.54,2.62,4.04,12.53,E10+
Dark Knights: Eclipse,Xbox Series X,Sports,Ubisoft,2016,3.37,4.07,0.32,1.21,8.97,T
Iron Warriors: Chronicles,Nintendo Switch,Action,Capcom,2015,4.26,1.78,4.15,0.58,10.77,AO
Galactic Lords: Odyssey,Xbox Series X,Sports,Activision,2023,4.74,2.42,0.38,0.5,8.04,E
Iron Lords: Ascension,PS5,Action,Activision,2015,3.47,3.01,3.41,4.66,14.55,AO
Red Dead Redemption 2,PS5,RPG,Microsoft,2022,1.1,1.65,3.73,3.8,10.28,E
Mystic Raiders: Eclipse,Xbox One,Sports,EA,2022,1.47,0.55,0.15,2.87,5.04,T
Dark Legends: Chronicles,Xbox Series X,Sports,Microsoft,2022,1.77,4.06,2.61,1.32,9.76,AO
Galactic Warriors: Eclipse,Xbox One,Shooter,Nintendo,2003,0.66,3.08,2.37,2.05,8.16,E10+
Mystic Warriors: Rebirth,PS5,Shooter,Activision,2016,3.79,4.82,2.76,2.57,13.94,E
Galactic Legends: Odyssey,Nintendo Switch,Puzzle,Nintendo,2012,0.63,0.83,0.93,4.16,6.55,M
Shadow Knights: Chronicles,PS4,Sports,Nintendo,2018,4.73,3.9,4.0,2.71,15.34,E
Galactic Raiders: Rebirth,PS5,Puzzle,Capcom,2023,4.8,1.08,3.31,3.12,12.31,T
Iron Warriors: Odyssey,Xbox One,RPG,Nintendo,2001,1.85,4.58,3.99,3.42,13.84,E
Iron Legends: Odyssey,PC,Sports,Microsoft,2008,1.35,1.94,1.59,3.25,8.13,M
Galactic Raiders: Chronicles,PS5,Shooter,EA,2009,1.21,3.46,1.66,3.95,10.28,T
Galactic Lords: Rebirth,Xbox One,Sports,Microsoft,2005,2.55,4.18,2.95,0.48,10.16,T
Dark Legends: Odyssey,Xbox One,Strategy,Capcom,2022,0.99,4.78,2.91,4.44,13.12,T
Mystic Legends: Ascension,Nintendo Switch,Adventure,Capcom,2011,3.92,0.41,2.74,0.48,7.55,T
Overwatch,PS5,Puzzle,Microsoft,2016,3.34,2.26,4.91,4.25,14.76,E
Mystic Warriors: Ascension,Xbox One,Action,EA,2004,0.51,1.95,2.55,4.55,9.56,AO
Shadow Lords: Eclipse,Xbox Series X,Adventure,EA,2007,4.62,4.86,1.67,4.03,15.18,E10+
Iron Knights: Eclipse,Nintendo Switch,Puzzle,Sony,2011,1.9,4.18,2.78,4.42,13.28,M
Iron Knights: Chronicles,PC,Puzzle,Capcom,2002,0.45,4.71,1.58,2.93,9.67,E
Call of Duty,Xbox One,RPG,EA,2022,0.43,1.77,4.03,4.39,10.62,T
Galactic Lords: Chronicles,PS4,Shooter,EA,2014,3.57,1.17,0.45,3.95,9.14,E10+
Galactic Warriors: Odyssey,Nintendo Switch,Action,EA,2004,3.1,1.11,2.94,3.26,10.41,M
Dark Legends: Rebirth,Nintendo Switch,Sports,Capcom,2019,0.37,4.21,0.17,1.19,5.94,M
Dark Legends: Ascension,Xbox One,Action,Ubisoft,2010,2.61,1.33,4.35,1.22,9.51,E
Resident Evil Village,Xbox One,Adventure,Capcom,2021,4.01,4.42,3.84,2.92,15.19,E
Dark Lords: Ascension,PS4,Sports,EA,2021,3.41,4.03,3.24,4.14,14.82,E
Shadow Knights: Eclipse,PS4,Adventure,Ubisoft,2021,0.22,3.49,4.92,2.09,10.72,T
Mystic Lords: Rebirth,Nintendo Switch,Action,Sony,2008,2.66,0.41,1.33,1.19,5.59,E10+
Iron Knights: Rebirth,Nintendo Switch,Action,Ubisoft,2008,2.02,2.19,0.47,3.58,8.26,E
Galactic Legends: Eclipse,Nintendo Switch,Puzzle,Sony,2019,2.61,0.4,2.1,0.28,5.39,M
Galactic Legends: Chronicles,Xbox Series X,Shooter,Nintendo,2011,2.43,0.98,4.33,1.91,9.65,AO
Galactic Knights: Ascension,PS5,Strategy,Nintendo,2018,2.15,4.27,2.93,4.51,13.86,E10+
Mystic Knights: Chronicles,Nintendo Switch,Puzzle,Activision,2003,2.58,4.15,0.49,3.04,10.26,T
Street Fighter VI,Xbox One,Adventure,EA,2023,0.2,0.73,2.01,3.21,6.15,AO
Fortnite,Nintendo Switch,Shooter,Ubisoft,2001,1.84,4.2,2.73,3.41,12.18,M
Shadow Knights: Odyssey,PS5,Puzzle,Capcom,2018,2.95,0.94,0.74,2.18,6.81,E
Mystic Lords: Chronicles,PS5,Action,Sony,2013,2.6,3.12,1.77,1.07,8.56,AO
Pokemon Scarlet,PS5,Action,EA,2012,0.64,1.53,2.59,3.8,8.56,T
Dark Lords: Rebirth,Nintendo Switch,Sports,Nintendo,2012,1.43,2.9,1.16,4.71,10.2,T
Dark Raiders: Ascension,PS5,RPG,Activision,2021,1.16,3.44,1.29,0.9,6.79,T
Shadow Legends: Odyssey,Nintendo Switch,Shooter,Sony,2014,2.82,0.77,0.88,3.06,7.53,E
Shadow Legends: Eclipse,PS5,Action,Capcom,2016,4.46,0.74,0.41,2.33,7.94,T
Iron Raiders: Chronicles,PS5,Shooter,Activision,2013,1.09,0.57,2.31,4.14,8.11,E10+
Shadow Raiders: Chronicles,Xbox One,Adventure,EA,2013,1.43,0.29,4.34,2.46,8.52,AO
Galactic Warriors: Rebirth,PC,Sports,Sony,2003,0.55,4.18,2.1,4.51,11.34,T
Mystic Legends: Rebirth,PS4,Adventure,Capcom,2006,4.66,0.12,4.7,3.69,13.17,T
Mystic Legends: Odyssey,Nintendo Switch,Sports,Microsoft,2000,1.4,2.93,3.1,0.19,7.62,E
Galactic Lords: Eclipse,Xbox Series X,RPG,Sony,2006,4.4,2.68,0.82,3.78,11.68,E10+
Iron Legends: Ascension,PC,Action,Ubisoft,2015,4.26,4.56,2.88,1.28,12.98,E
Iron Raiders: Ascension,PS5,Strategy,Microsoft,2001,2.25,1.31,4.65,4.7,12.91,AO
Shadow Lords: Odyssey,Xbox Series X,RPG,Sony,2010,2.41,3.4,1.25,1.29,8.35,E10+
Shadow Raiders: Eclipse,Xbox Series X,RPG,Activision,2018,3.91,3.31,0.9,0.59,8.71,E
Dark Raiders: Rebirth,Nintendo Switch,Action,Microsoft,2004,1.03,1.6,3.78,1.87,8.28,T
Iron Legends: Rebirth,Xbox Series X,RPG,Capcom,2009,2.69,1.57,4.05,1.88,10.19,AO
Galactic Lords: Ascension,Nintendo Switch,Shooter,Nintendo,2014,3.4,2.56,2.51,1.7,10.17,AO
Elden Ring,Xbox Series X,Strategy,Activision,2014,3.73,0.44,2.28,4.42,10.87,T
Grand Theft Auto V,PS4,RPG,Nintendo,2003,1.75,0.47,1.16,4.65,8.03,T
Shadow Legends: Rebirth,PS4,Sports,Microsoft,2012,3.91,2.47,4.05,4.46,14.89,E10+
Shadow Warriors: Ascension,Xbox One,RPG,Ubisoft,2000,4.77,1.72,3.03,4.81,14.33,E
Galactic Raiders: Ascension,PS4,Adventure,Ubisoft,2007,3.2,4.27,3.74,2.73,13.94,M
Galactic Knights: Eclipse,PS5,Action,Nintendo,2012,0.85,0.6,1.79,4.95,8.19,E10+
Dark Knights: Odyssey,Nintendo Switch,RPG,EA,2023,1.52,3.63,1.51,2.23,8.89,T
Iron Lords: Eclipse,PC,Adventure,Microsoft,2011,3.88,4.58,2.7,1.88,13.04,AO
Galactic Knights: Odyssey,PS4,Sports,Capcom,2009,2.36,3.65,0.39,2.22,8.62,E
Mystic Knights: Odyssey,Xbox One,Shooter,Microsoft,2002,0.27,2.68,0.73,2.27,5.95,E
Mystic Knights: Eclipse,PS4,Adventure,Activision,2014,0.66,0.83,2.1,2.11,5.7,E10+
Mystic Raiders: Ascension,Xbox Series X,Action,Sony,2015,2.78,2.35,1.53,1.5,8.16,T
Galactic Warriors: Ascension,PS5,Puzzle,Nintendo,2009,0.28,0.94,4.06,4.08,9.36,E
Iron Legends: Eclipse,Xbox One,Shooter,Microsoft,2019,3.75,3.98,1.07,2.17,10.97,E10+
Mystic Raiders: Odyssey,Xbox Series X,Shooter,EA,2001,2.25,1.02,2.03,2.8,8.1,T
Iron Warriors: Rebirth,Xbox One,Puzzle,Microsoft,2002,4.87,2.56,4.72,4.63,16.78,M
Mystic Warriors: Odyssey,PC,Sports,EA,2005,3.13,3.6,4.45,4.4,15.58,E10+
Assassin's Creed Valhalla,PS4,Sports,Microsoft,2014,0.48,2.96,4.4,4.79,12.63,E10+
Mystic Lords: Ascension,Xbox Series X,Adventure,Sony,2005,0.98,0.51,3.08,0.49,5.06,E10+
Galactic Knights: Rebirth,PS5,Shooter,Sony,2012,4.52,1.6,2.94,4.84,13.9,E
Iron Knights: Odyssey,PS4,Adventure,Capcom,2002,0.31,4.74,4.98,1.84,11.87,E
Dark Warriors: Ascension,Xbox Series X,Sports,Activision,2018,3.98,3.78,1.09,3.95,12.8,E
Iron Lords: Odyssey,Xbox One,Sports,Microsoft,2020,4.27,3.76,2.69,4.03,14.75,T
Shadow Legends: Chronicles,Xbox Series X,RPG,Nintendo,2008,0.42,4.82,4.13,2.14,11.51,T
Mystic Legends: Eclipse,PS5,Shooter,Sony,2010,1.62,1.58,1.44,2.17,6.81,M
Shadow Warriors: Eclipse,PS5,Puzzle,Microsoft,2014,4.48,0.36,4.3,2.62,11.76,M
Galactic Knights: Chronicles,Xbox Series X,Action,Capcom,2020,3.08,2.97,1.69,2.56,10.3,E
God of War,Xbox One,Strategy,Ubisoft,2001,1.85,1.17,0.95,2.47,6.44,E
Minecraft,PC,Strategy,Ubisoft,2017,1.92,3.23,1.25,0.6,7.0,AO
The Legend of Zelda,Xbox One,Strategy,Sony,2003,3.25,4.96,4.65,4.55,17.41,T
Mystic Lords: Odyssey,PC,Adventure,Microsoft,2008,0.21,4.31,4.82,1.35,10.69,E
Dark Legends: Eclipse,PS5,Puzzle,EA,2021,1.61,2.54,3.67,4.01,11.83,M
Mystic Warriors: Chronicles,PS4,Puzzle,Sony,2019,3.19,2.93,1.49,0.93,8.54,E
Mystic Raiders: Chronicles,PS4,Puzzle,Sony,2003,4.82,4.29,2.06,2.69,13.86,E10+
Dark Lords: Chronicles,Xbox Series X,Strategy,Microsoft,2019,0.83,0.93,3.68,2.99,8.43,E
Dark Warriors: Eclipse,PS4,Puzzle,EA,2023,2.47,0.7,4.13,2.56,9.86,T
Dark Knights: Chronicles,PS4,Adventure,Capcom,2014,1.93,1.32,1.58,2.08,6.91,E
Dark Warriors: Rebirth,PS5,Action,Activision,2020,1.12,1.3,3.18,4.51,10.11,E10+
Iron Raiders: Odyssey,PS5,Action,Nintendo,2008,4.32,3.54,0.21,4.31,12.38,M
Dark Raiders: Eclipse,Nintendo Switch,Sports,Ubisoft,2000,2.96,4.74,4.28,0.57,12.55,E
Shadow Raiders: Odyssey,Xbox Series X,Puzzle,Nintendo,2017,0.44,1.33,0.5,3.36,5.63,T
Dark Knights: Ascension,Xbox One,Adventure,Ubisoft,2005,0.36,4.18,1.15,2.82,8.51,T
Dark Lords: Eclipse,Nintendo Switch,RPG,EA,2006,1.27,3.71,4.95,3.28,13.21,T
Super Mario Odyssey,PS4,RPG,Capcom,2006,2.11,0.66,0.23,3.46,6.46,E10+
Shadow Warriors: Chronicles,PS4,Puzzle,Ubisoft,2003,0.71,3.63,1.2,0.26,5.8,E
Galactic Legends: Ascension,PC,Strategy,Microsoft,2007,4.1,3.9,1.4,3.14,12.54,E10+
Mystic Knights: Ascension,PS4,Adventure,EA,2020,1.35,2.28,2.67,0.42,6.72,AO
Among Us,Xbox One,Shooter,Sony,2021,2.04,3.57,2.14,2.67,10.42,AO
Horizon Forbidden West,PC,Action,Sony,2004,2.6,2.12,2.63,0.32,7.67,E10+
Shadow Raiders: Ascension,Xbox One,Shooter,Activision,2012,3.75,3.25,0.58,3.05,10.63,E10+
Mystic Raiders: Rebirth,Xbox One,Puzzle,Nintendo,2001,2.58,3.62,3.15,2.12,11.47,AO
The Sims,Xbox One,RPG,Microsoft,2017,1.41,3.9,3.53,4.92,13.76,M
Dark Lords: Odyssey,Xbox One,Adventure,EA,2016,2.85,4.79,4.13,2.59,14.36,T
Galactic Legends: Rebirth,Nintendo Switch,Strategy,Capcom,2000,3.58,3.18,4.74,2.14,13.64,T
Galactic Raiders: Eclipse,Nintendo Switch,Sports,Ubisoft,2021,4.25,2.67,0.32,0.62,7.86,T
Mystic Lords: Eclipse,Xbox One,Action,Microsoft,2010,1.75,4.14,4.0,0.48,10.37,E
Splatoon 3,PS4,Puzzle,Ubisoft,2013,2.59,4.33,0.31,0.2,7.43,M
Shadow Lords: Rebirth,PS4,Puzzle,Ubisoft,2003,1.76,2.24,2.02,3.07,9.09,T
Shadow Raiders: Rebirth,Xbox Series X,Action,Sony,2003,4.69,3.19,4.12,3.66,15.66,E
Mystic Warriors: Eclipse,Nintendo Switch,Shooter,Capcom,2022,4.07,4.07,3.05,1.14,12.33,M
Shadow Lords: Chronicles,Nintendo Switch,RPG,Ubisoft,2001,0.19,1.24,2.18,4.37,7.98,T
Iron Lords: Rebirth,PS4,Action,Nintendo,2008,4.84,4.66,4.61,0.94,15.05,T
Galactic Warriors: Chronicles,PS4,Action,Microsoft,2008,2.23,3.06,0.47,0.57,6.33,T
Iron Legends: Chronicles,Xbox One,Action,EA,2002,1.52,4.6,0.49,2.54,9.15,T
Shadow Warriors: Odyssey,Xbox Series X,Strategy,Ubisoft,2020,4.94,4.01,3.84,1.81,14.6,E10+
Shadow Warriors: Rebirth,PC,Action,Microsoft,2023,1.49,0.58,3.06,1.72,6.85,E10+
Mystic Knights: Rebirth,Nintendo Switch,Strategy,Microsoft,2015,0.92,2.58,2.84,3.61,9.95,AO
Shadow Legends: Ascension,PC,Shooter,Nintendo,2023,4.85,4.4,1.04,3.32,13.61,M
Shadow Knights: Ascension,Xbox One,RPG,Microsoft,2012,0.94,2.19,0.24,3.06,6.43,E
Shadow Lords: Ascension,PC,RPG,Activision,2018,1.66,4.21,2.66,2.43,10.96,E
Halo Infinite,PS5,Sports,Nintendo,2006,4.85,1.51,3.11,2.5,11.97,E10+
Iron Raiders: Rebirth,PS5,RPG,Ubisoft,2020,3.5,3.99,4.96,0.81,13.26,E10+
Mystic Legends: Chronicles,PS4,RPG,Nintendo,2010,0.66,2.87,2.8,4.55,10.88,E
Cyberpunk 2077,PC,RPG,Microsoft,2019,1.96,4.47,2.93,1.16,10.52,AO
Iron Lords: Chronicles,Nintendo Switch,Strategy,Nintendo,2002,0.18,2.73,2.03,4.38,9.32,E10+
Iron Warriors: Eclipse,PS4,Action,Activision,2013,2.86,2.49,1.3,0.13,6.78,E10+
Dark Raiders: Chronicles,Xbox Series X,Strategy,Ubisoft,2017,1.11,3.27,2.74,2.34,9.46,T
Shadow Knights: Rebirth,PS5,Action,EA,2003,4.74,1.13,3.66,0.84,10.37,M
Iron Warriors: Ascension,Xbox Series X,Puzzle,Capcom,2023,1.29,2.93,4.01,2.89,11.12,M
Iron Raiders: Eclipse,PS4,Adventure,Nintendo,2010,3.06,4.76,4.43,3.67,15.92,AO
Dark Raiders: Odyssey,PS4,RPG,EA,2004,4.7,3.19,1.49,2.56,11.94,M
Galactic Raiders: Odyssey,PS5,Shooter,Capcom,2023,3.72,1.43,4.45,2.26,11.86,M
Dark Warriors: Chronicles,Xbox One,Puzzle,EA,2000,0.52,2.24,2.35,2.67,7.78,E10+
Iron Knights: Ascension,Xbox Series X,RPG,Microsoft,2005,1.45,4.68,3.38,1.07,10.58,M
Dark Knights: Rebirth,Xbox Series X,Adventure,Microsoft,2012,1.26,0.22,2.45,0.82,4.75,E10+
Animal Crossing,PS5,Strategy,EA,2002,2.49,0.16,4.56,4.16,11.37,E
Dark Warriors: Odyssey,PC,Puzzle,EA,2008,0.24,1.2,3.0,1.1,5.54,T
Dark Knights: Eclipse,PS4,Adventure,Sony,2020,2.53,4.58,1.43,3.0,11.54,AO
Iron Warriors: Chronicles,PS4,Action,EA,2005,4.5,3.17,2.89,4.72,15.28,M
Galactic Lords: Odyssey,Xbox One,RPG,Capcom,2021,4.36,2.52,4.86,2.58,14.32,E
Iron Lords: Ascension,PS5,Strategy,Sony,2005,2.42,2.68,4.01,0.84,9.95,E10+
Red Dead Redemption 2,Nintendo Switch,Puzzle,Microsoft,2022,0.35,4.38,2.09,3.58,10.4,AO
Mystic Raiders: Eclipse,Nintendo Switch,Action,EA,2003,0.66,3.26,2.71,2.57,9.2,E
Dark Legends: Chronicles,Xbox One,Adventure,Capcom,2000,4.08,4.74,2.46,3.13,14.41,M
Galactic Warriors: Eclipse,PS4,Action,EA,2016,3.81,2.84,0.96,1.82,9.43,T
Mystic Warriors: Rebirth,PC,Sports,Activision,2021,0.12,0.26,2.06,2.21,4.65,M
Galactic Legends: Odyssey,PC,RPG,Capcom,2022,2.99,3.23,2.25,4.7,13.17,E10+
Shadow Knights: Chronicles,Nintendo Switch,Puzzle,Sony,2020,4.95,3.38,3.24,2.29,13.86,E
Galactic Raiders: Rebirth,Nintendo Switch,Shooter,Activision,2002,1.03,4.53,3.32,1.85,10.73,T
Iron Warriors: Odyssey,PC,Action,Capcom,2010,3.39,0.86,0.41,1.99,6.65,E
Iron Legends: Odyssey,PS5,Shooter,EA,2014,3.65,0.18,2.22,3.63,9.68,T
Galactic Raiders: Chronicles,Xbox One,Strategy,Sony,2011,1.32,2.12,1.96,3.91,9.31,M
Galactic Lords: Rebirth,PC,Shooter,Capcom,2015,2.39,3.64,2.31,0.98,9.32,M
Dark Legends: Odyssey,Xbox Series X,Strategy,Nintendo,2016,4.79,0.56,1.78,3.42,10.55,E
Mystic Legends: Ascension,PS5,Sports,Microsoft,2012,4.69,0.97,1.74,0.41,7.81,M
Overwatch,Xbox One,Strategy,Activision,2018,0.84,4.33,2.99,3.48,11.64,E
Mystic Warriors: Ascension,PS5,Shooter,Sony,2017,4.81,4.93,1.96,4.79,16.49,E10+
Shadow Lords: Eclipse,Xbox One,Puzzle,EA,2014,3.06,2.07,4.05,4.69,13.87,T
Iron Knights: Eclipse,PS4,RPG,Sony,2022,1.03,2.18,4.22,1.06,8.49,T
Iron Knights: Chronicles,PS5,Action,Ubisoft,2007,2.39,2.25,2.6,3.38,10.62,T
Call of Duty,Xbox Series X,Action,Nintendo,2008,2.16,3.96,3.04,2.12,11.28,E
Galactic Lords: Chronicles,PS4,Action,Sony,2006,0.14,0.65,4.56,0.99,6.34,AO
Galactic Warriors: Odyssey,PS4,Action,Nintendo,2012,3.53,0.39,1.18,1.97,7.07,T
Dark Legends: Rebirth,PS5,Strategy,Microsoft,2012,2.72,3.69,0.26,0.83,7.5,E
Dark Legends: Ascension,PS5,Shooter,Ubisoft,2014,0.57,2.92,4.28,3.89,11.66,M
Resident Evil Village,Nintendo Switch,Shooter,EA,2014,4.37,2.38,4.05,3.95,14.75,E10+
